날짜,업종,수요량(MJ),기온(°C),조업여부,요일
2023-03-14,식품·제조,2681.9,11.4,조업,화
2023-03-15,식품·제조,2823.7,15.6,조업,수
2023-03-16,식품·제조,2769.1,12.4,조업,목
2023-03-17,식품·제조,2513.8,12.2,조업,금
2023-03-18,식품·제조,794.5,15.7,휴무,토
2023-03-19,식품·제조,835.6,12.9,휴무,일
2023-03-20,식품·제조,2538.7,13.2,조업,월
2023-03-21,식품·제조,2531.4,13.2,조업,화
2023-03-22,식품·제조,2406.3,11.4,조업,수
2023-03-23,식품·제조,2698.1,15.4,조업,목
2023-03-24,식품·제조,2756.4,15.4,조업,금
2023-03-25,식품·제조,756.3,13.6,휴무,토
2023-03-26,식품·제조,772.6,9.4,휴무,일
2023-03-27,식품·제조,2685.5,8.1,조업,월
2023-03-28,식품·제조,2734.2,11.7,조업,화
2023-03-29,식품·제조,2587.3,12.8,조업,수
2023-03-30,식품·제조,2455.0,12.9,조업,목
2023-03-31,식품·제조,2603.4,12.9,조업,금
2023-04-01,식품·제조,696.7,23.1,휴무,토
2023-04-02,식품·제조,708.0,23.5,휴무,일
2023-04-03,식품·제조,2373.6,19.9,조업,월
2023-04-04,식품·제조,2384.1,20.2,조업,화
2023-04-05,식품·제조,2411.1,18.1,조업,수
2023-04-06,식품·제조,2519.8,22.9,조업,목
2023-04-07,식품·제조,2326.6,20.7,조업,금
2023-04-08,식품·제조,726.1,19.2,휴무,토
2023-04-09,식품·제조,756.2,22.7,휴무,일
2023-04-10,식품·제조,2294.4,21.1,조업,월
2023-04-11,식품·제조,2425.5,16.4,조업,화
2023-04-12,식품·제조,2481.1,17.8,조업,수
2023-04-13,식품·제조,2524.1,18.8,조업,목
2023-04-14,식품·제조,2360.8,20.5,조업,금
2023-04-15,식품·제조,755.9,21.8,휴무,토
2023-04-16,식품·제조,684.9,20.8,휴무,일
2023-04-17,식품·제조,2164.7,22.1,조업,월
2023-04-18,식품·제조,2340.0,20.7,조업,화
2023-04-19,식품·제조,2302.9,18.9,조업,수
2023-04-20,식품·제조,2322.0,19.3,조업,목
2023-04-21,식품·제조,2299.3,21.3,조업,금
2023-04-22,식품·제조,708.6,17.9,휴무,토
2023-04-23,식품·제조,739.5,18.9,휴무,일
2023-04-24,식품·제조,2451.3,16.4,조업,월
2023-04-25,식품·제조,2349.5,17.4,조업,화
2023-04-26,식품·제조,2363.5,24.1,조업,수
2023-04-27,식품·제조,2407.2,20.6,조업,목
2023-04-28,식품·제조,2373.8,20.8,조업,금
2023-04-29,식품·제조,731.8,18.6,휴무,토
2023-04-30,식품·제조,689.1,19.7,휴무,일
2023-05-01,식품·제조,2279.5,30.1,조업,월
2023-05-02,식품·제조,2393.0,27.5,조업,화
2023-05-03,식품·제조,2258.5,27.2,조업,수
2023-05-04,식품·제조,2226.9,25.5,조업,목
2023-05-05,식품·제조,2210.7,26.5,조업,금
2023-05-06,식품·제조,685.8,28.9,휴무,토
2023-05-07,식품·제조,655.5,26.7,휴무,일
2023-05-08,식품·제조,2220.7,26.0,조업,월
2023-05-09,식품·제조,2460.2,27.4,조업,화
2023-05-10,식품·제조,2299.0,24.0,조업,수
2023-05-11,식품·제조,2362.6,28.5,조업,목
2023-05-12,식품·제조,2207.2,23.5,조업,금
2023-05-13,식품·제조,663.0,26.5,휴무,토
2023-05-14,식품·제조,650.0,29.4,휴무,일
2023-05-15,식품·제조,2261.4,30.2,조업,월
2023-05-16,식품·제조,2381.0,25.0,조업,화
2023-05-17,식품·제조,2267.9,23.6,조업,수
2023-05-18,식품·제조,2239.5,24.9,조업,목
2023-05-19,식품·제조,2220.5,26.7,조업,금
2023-05-20,식품·제조,721.2,28.3,휴무,토
2023-05-21,식품·제조,701.6,28.3,휴무,일
2023-05-22,식품·제조,2307.0,28.1,조업,월
2023-05-23,식품·제조,2152.1,28.5,조업,화
2023-05-24,식품·제조,2297.3,28.9,조업,수
2023-05-25,식품·제조,2226.6,27.0,조업,목
2023-05-26,식품·제조,2322.0,28.6,조업,금
2023-05-27,식품·제조,687.3,29.9,휴무,토
2023-05-28,식품·제조,673.1,30.3,휴무,일
2023-05-29,식품·제조,2339.5,29.6,조업,월
2023-05-30,식품·제조,2274.6,25.2,조업,화
2023-05-31,식품·제조,2139.6,25.2,조업,수
2023-06-01,식품·제조,2060.1,32.4,조업,목
2023-06-02,식품·제조,2102.6,37.1,조업,금
2023-06-03,식품·제조,670.2,29.5,휴무,토
2023-06-04,식품·제조,651.8,34.1,휴무,일
2023-06-05,식품·제조,2256.7,33.7,조업,월
2023-06-06,식품·제조,2320.3,34.9,조업,화
2023-06-07,식품·제조,2252.0,28.5,조업,수
2023-06-08,식품·제조,2088.5,31.9,조업,목
2023-06-09,식품·제조,2129.5,33.1,조업,금
2023-06-10,식품·제조,631.7,35.4,휴무,토
2023-06-11,식품·제조,695.5,34.4,휴무,일
2023-06-12,식품·제조,2228.2,33.4,조업,월
2023-06-13,식품·제조,2123.6,32.1,조업,화
2023-06-14,식품·제조,2269.1,32.7,조업,수
2023-06-15,식품·제조,2125.3,33.6,조업,목
2023-06-16,식품·제조,2271.5,31.8,조업,금
2023-06-17,식품·제조,615.9,34.4,휴무,토
2023-06-18,식품·제조,667.5,32.4,휴무,일
2023-06-19,식품·제조,1986.9,32.1,조업,월
2023-06-20,식품·제조,2139.6,32.5,조업,화
2023-06-21,식품·제조,2267.5,33.7,조업,수
2023-06-22,식품·제조,2156.6,31.9,조업,목
2023-06-23,식품·제조,2161.7,35.5,조업,금
2023-06-24,식품·제조,643.8,37.0,휴무,토
2023-06-25,식품·제조,685.4,32.7,휴무,일
2023-06-26,식품·제조,2190.8,30.8,조업,월
2023-06-27,식품·제조,2136.7,36.1,조업,화
2023-06-28,식품·제조,2261.6,31.7,조업,수
2023-06-29,식품·제조,2149.3,32.2,조업,목
2023-06-30,식품·제조,2089.8,35.0,조업,금
2023-07-01,식품·제조,634.8,38.7,휴무,토
2023-07-02,식품·제조,581.7,36.4,휴무,일
2023-07-03,식품·제조,2051.8,37.5,조업,월
2023-07-04,식품·제조,2155.4,36.3,조업,화
2023-07-05,식품·제조,1988.0,39.1,조업,수
2023-07-06,식품·제조,2178.5,37.8,조업,목
2023-07-07,식품·제조,1914.4,37.1,조업,금
2023-07-08,식품·제조,602.5,35.9,휴무,토
2023-07-09,식품·제조,611.0,32.1,휴무,일
2023-07-10,식품·제조,1968.5,32.1,조업,월
2023-07-11,식품·제조,2028.5,34.3,조업,화
2023-07-12,식품·제조,1973.5,37.6,조업,수
2023-07-13,식품·제조,2027.8,36.0,조업,목
2023-07-14,식품·제조,2017.8,33.1,조업,금
2023-07-15,식품·제조,592.5,34.4,휴무,토
2023-07-16,식품·제조,657.3,38.4,휴무,일
2023-07-17,식품·제조,2003.9,32.4,조업,월
2023-07-18,식품·제조,2074.4,38.6,조업,화
2023-07-19,식품·제조,2032.1,36.8,조업,수
2023-07-20,식품·제조,2029.9,34.8,조업,목
2023-07-21,식품·제조,1993.3,36.2,조업,금
2023-07-22,식품·제조,589.3,35.6,휴무,토
2023-07-23,식품·제조,630.2,37.3,휴무,일
2023-07-24,식품·제조,2050.6,35.9,조업,월
2023-07-25,식품·제조,1959.3,34.9,조업,화
2023-07-26,식품·제조,2013.0,30.9,조업,수
2023-07-27,식품·제조,2204.8,34.7,조업,목
2023-07-28,식품·제조,2022.5,35.2,조업,금
2023-07-29,식품·제조,609.1,34.9,휴무,토
2023-07-30,식품·제조,630.2,36.0,휴무,일
2023-07-31,식품·제조,2215.6,35.7,조업,월
2023-08-01,식품·제조,2081.6,30.7,조업,화
2023-08-02,식품·제조,2057.3,37.2,조업,수
2023-08-03,식품·제조,2206.8,29.5,조업,목
2023-08-04,식품·제조,2220.4,32.7,조업,금
2023-08-05,식품·제조,663.8,31.5,휴무,토
2023-08-06,식품·제조,605.8,33.9,휴무,일
2023-08-07,식품·제조,2118.1,34.9,조업,월
2023-08-08,식품·제조,2135.2,30.8,조업,화
2023-08-09,식품·제조,2160.5,33.0,조업,수
2023-08-10,식품·제조,2129.7,34.0,조업,목
2023-08-11,식품·제조,2108.5,36.0,조업,금
2023-08-12,식품·제조,622.7,32.0,휴무,토
2023-08-13,식품·제조,600.6,32.4,휴무,일
2023-08-14,식품·제조,2204.3,35.8,조업,월
2023-08-15,식품·제조,2093.1,34.1,조업,화
2023-08-16,식품·제조,2207.8,31.1,조업,수
2023-08-17,식품·제조,2185.2,33.2,조업,목
2023-08-18,식품·제조,2370.3,31.8,조업,금
2023-08-19,식품·제조,635.7,32.3,휴무,토
2023-08-20,식품·제조,626.3,32.8,휴무,일
2023-08-21,식품·제조,2278.9,31.0,조업,월
2023-08-22,식품·제조,2100.5,30.4,조업,화
2023-08-23,식품·제조,2092.2,27.3,조업,수
2023-08-24,식품·제조,2303.7,34.4,조업,목
2023-08-25,식품·제조,2255.3,31.0,조업,금
2023-08-26,식품·제조,646.9,34.7,휴무,토
2023-08-27,식품·제조,619.7,34.3,휴무,일
2023-08-28,식품·제조,2430.9,31.3,조업,월
2023-08-29,식품·제조,2174.9,33.2,조업,화
2023-08-30,식품·제조,2144.8,32.4,조업,수
2023-08-31,식품·제조,2101.6,30.9,조업,목
2023-09-01,식품·제조,2532.0,29.0,조업,금
2023-09-02,식품·제조,705.3,30.3,휴무,토
2023-09-03,식품·제조,691.2,26.3,휴무,일
2023-09-04,식품·제조,2461.3,23.9,조업,월
2023-09-05,식품·제조,2477.0,27.4,조업,화
2023-09-06,식품·제조,2256.8,26.7,조업,수
2023-09-07,식품·제조,2437.5,25.8,조업,목
2023-09-08,식품·제조,2345.3,26.0,조업,금
2023-09-09,식품·제조,716.9,27.1,휴무,토
2023-09-10,식품·제조,701.0,27.6,휴무,일
2023-09-11,식품·제조,2464.0,25.9,조업,월
2023-09-12,식품·제조,2464.9,27.6,조업,화
2023-09-13,식품·제조,2355.3,23.8,조업,수
2023-09-14,식품·제조,2461.4,28.7,조업,목
2023-09-15,식품·제조,2438.3,27.5,조업,금
2023-09-16,식품·제조,721.6,26.5,휴무,토
2023-09-17,식품·제조,722.3,26.1,휴무,일
2023-09-18,식품·제조,2434.6,28.7,조업,월
2023-09-19,식품·제조,2416.4,25.8,조업,화
2023-09-20,식품·제조,2363.1,23.8,조업,수
2023-09-21,식품·제조,2209.5,25.9,조업,목
2023-09-22,식품·제조,2400.9,24.3,조업,금
2023-09-23,식품·제조,676.7,22.6,휴무,토
2023-09-24,식품·제조,717.8,24.6,휴무,일
2023-09-25,식품·제조,2413.8,27.3,조업,월
2023-09-26,식품·제조,2479.4,30.6,조업,화
2023-09-27,식품·제조,2360.0,33.3,조업,수
2023-09-28,식품·제조,2331.7,31.4,조업,목
2023-09-29,식품·제조,2471.5,26.2,조업,금
2023-09-30,식품·제조,723.3,29.0,휴무,토
2023-10-01,식품·제조,733.5,17.0,휴무,일
2023-10-02,식품·제조,2615.9,20.9,조업,월
2023-10-03,식품·제조,2578.9,14.9,조업,화
2023-10-04,식품·제조,2615.3,19.7,조업,수
2023-10-05,식품·제조,2641.1,21.5,조업,목
2023-10-06,식품·제조,2722.3,18.5,조업,금
2023-10-07,식품·제조,793.1,19.7,휴무,토
2023-10-08,식품·제조,801.9,19.7,휴무,일
2023-10-09,식품·제조,2809.5,23.5,조업,월
2023-10-10,식품·제조,2609.4,20.1,조업,화
2023-10-11,식품·제조,2411.0,22.1,조업,수
2023-10-12,식품·제조,2593.9,18.0,조업,목
2023-10-13,식품·제조,2867.2,20.4,조업,금
2023-10-14,식품·제조,833.9,18.6,휴무,토
2023-10-15,식품·제조,818.5,21.0,휴무,일
2023-10-16,식품·제조,2801.8,21.0,조업,월
2023-10-17,식품·제조,2484.7,20.9,조업,화
2023-10-18,식품·제조,2580.1,18.9,조업,수
2023-10-19,식품·제조,2796.7,20.8,조업,목
2023-10-20,식품·제조,2588.5,21.1,조업,금
2023-10-21,식품·제조,757.4,18.3,휴무,토
2023-10-22,식품·제조,754.1,17.8,휴무,일
2023-10-23,식품·제조,2649.8,18.0,조업,월
2023-10-24,식품·제조,2555.7,18.5,조업,화
2023-10-25,식품·제조,2663.5,17.4,조업,수
2023-10-26,식품·제조,2364.4,20.3,조업,목
2023-10-27,식품·제조,2556.9,20.2,조업,금
2023-10-28,식품·제조,760.0,16.7,휴무,토
2023-10-29,식품·제조,776.7,22.1,휴무,일
2023-10-30,식품·제조,2462.3,17.9,조업,월
2023-10-31,식품·제조,2543.2,19.4,조업,화
2023-11-01,식품·제조,2795.1,8.4,조업,수
2023-11-02,식품·제조,2864.7,10.5,조업,목
2023-11-03,식품·제조,3089.3,12.5,조업,금
2023-11-04,식품·제조,841.5,13.8,휴무,토
2023-11-05,식품·제조,853.4,12.3,휴무,일
2023-11-06,식품·제조,3009.4,12.6,조업,월
2023-11-07,식품·제조,2751.1,14.2,조업,화
2023-11-08,식품·제조,2529.2,10.3,조업,수
2023-11-09,식품·제조,2863.9,14.2,조업,목
2023-11-10,식품·제조,2942.9,11.0,조업,금
2023-11-11,식품·제조,853.2,10.8,휴무,토
2023-11-12,식품·제조,815.0,15.1,휴무,일
2023-11-13,식품·제조,2783.3,11.9,조업,월
2023-11-14,식품·제조,2902.4,14.1,조업,화
2023-11-15,식품·제조,3078.9,15.4,조업,수
2023-11-16,식품·제조,2890.4,15.3,조업,목
2023-11-17,식품·제조,2650.7,11.3,조업,금
2023-11-18,식품·제조,899.3,15.3,휴무,토
2023-11-19,식품·제조,827.2,13.1,휴무,일
2023-11-20,식품·제조,2915.3,10.9,조업,월
2023-11-21,식품·제조,2913.7,12.7,조업,화
2023-11-22,식품·제조,3072.9,13.7,조업,수
2023-11-23,식품·제조,2965.7,8.0,조업,목
2023-11-24,식품·제조,2769.2,12.5,조업,금
2023-11-25,식품·제조,860.7,9.3,휴무,토
2023-11-26,식품·제조,888.3,15.5,휴무,일
2023-11-27,식품·제조,2757.9,15.1,조업,월
2023-11-28,식품·제조,2839.7,13.4,조업,화
2023-11-29,식품·제조,2715.1,10.8,조업,수
2023-11-30,식품·제조,2798.4,15.8,조업,목
2023-12-01,식품·제조,3464.3,6.0,조업,금
2023-12-02,식품·제조,1024.6,6.3,휴무,토
2023-12-03,식품·제조,1008.8,9.3,휴무,일
2023-12-04,식품·제조,3457.4,3.4,조업,월
2023-12-05,식품·제조,3206.8,4.4,조업,화
2023-12-06,식품·제조,3347.5,6.3,조업,수
2023-12-07,식품·제조,3210.4,6.7,조업,목
2023-12-08,식품·제조,3031.5,5.7,조업,금
2023-12-09,식품·제조,994.1,6.0,휴무,토
2023-12-10,식품·제조,991.6,5.8,휴무,일
2023-12-11,식품·제조,3248.3,8.2,조업,월
2023-12-12,식품·제조,3367.6,4.3,조업,화
2023-12-13,식품·제조,3380.5,7.9,조업,수
2023-12-14,식품·제조,3218.7,9.3,조업,목
2023-12-15,식품·제조,3072.7,7.1,조업,금
2023-12-16,식품·제조,930.3,6.3,휴무,토
2023-12-17,식품·제조,983.2,7.6,휴무,일
2023-12-18,식품·제조,3231.4,5.4,조업,월
2023-12-19,식품·제조,3311.2,7.7,조업,화
2023-12-20,식품·제조,2894.4,5.1,조업,수
2023-12-21,식품·제조,3178.7,4.9,조업,목
2023-12-22,식품·제조,3309.5,6.5,조업,금
2023-12-23,식품·제조,996.8,4.1,휴무,토
2023-12-24,식품·제조,1021.1,3.7,휴무,일
2023-12-25,식품·제조,3168.5,6.9,조업,월
2023-12-26,식품·제조,3250.9,11.5,조업,화
2023-12-27,식품·제조,3369.2,9.6,조업,수
2023-12-28,식품·제조,3126.6,5.0,조업,목
2023-12-29,식품·제조,3158.3,6.8,조업,금
2023-12-30,식품·제조,978.9,8.2,휴무,토
2023-12-31,식품·제조,985.6,12.0,휴무,일
2024-01-01,식품·제조,3368.2,4.9,조업,월
2024-01-02,식품·제조,3289.9,3.7,조업,화
2024-01-03,식품·제조,3074.4,2.2,조업,수
2024-01-04,식품·제조,3121.9,8.0,조업,목
2024-01-05,식품·제조,3345.8,6.1,조업,금
2024-01-06,식품·제조,963.0,8.0,휴무,토
2024-01-07,식품·제조,1061.4,4.6,휴무,일
2024-01-08,식품·제조,3528.2,4.0,조업,월
2024-01-09,식품·제조,3298.1,3.4,조업,화
2024-01-10,식품·제조,3357.5,3.2,조업,수
2024-01-11,식품·제조,3312.2,1.6,조업,목
2024-01-12,식품·제조,3656.5,5.9,조업,금
2024-01-13,식품·제조,940.0,11.0,휴무,토
2024-01-14,식품·제조,938.1,7.4,휴무,일
2024-01-15,식품·제조,3162.2,3.0,조업,월
2024-01-16,식품·제조,3686.6,4.0,조업,화
2024-01-17,식품·제조,3184.3,7.1,조업,수
2024-01-18,식품·제조,3361.3,4.7,조업,목
2024-01-19,식품·제조,3386.6,6.3,조업,금
2024-01-20,식품·제조,931.8,6.3,휴무,토
2024-01-21,식품·제조,1002.9,3.8,휴무,일
2024-01-22,식품·제조,3402.3,2.0,조업,월
2024-01-23,식품·제조,3402.0,3.2,조업,화
2024-01-24,식품·제조,3208.2,3.2,조업,수
2024-01-25,식품·제조,3332.2,7.1,조업,목
2024-01-26,식품·제조,3437.3,5.0,조업,금
2024-01-27,식품·제조,1004.2,7.5,휴무,토
2024-01-28,식품·제조,1016.1,6.3,휴무,일
2024-01-29,식품·제조,3454.2,5.6,조업,월
2024-01-30,식품·제조,3433.5,6.4,조업,화
2024-01-31,식품·제조,3675.9,4.3,조업,수
2024-02-01,식품·제조,2883.7,7.5,조업,목
2024-02-02,식품·제조,3318.6,6.9,조업,금
2024-02-03,식품·제조,957.4,4.0,휴무,토
2024-02-04,식품·제조,964.9,5.1,휴무,일
2024-02-05,식품·제조,3146.1,8.6,조업,월
2024-02-06,식품·제조,2952.6,5.0,조업,화
2024-02-07,식품·제조,3250.1,7.4,조업,수
2024-02-08,식품·제조,3032.6,6.7,조업,목
2024-02-09,식품·제조,3071.1,7.5,조업,금
2024-02-10,식품·제조,910.3,9.3,휴무,토
2024-02-11,식품·제조,947.2,7.2,휴무,일
2024-02-12,식품·제조,2992.3,1.7,조업,월
2024-02-13,식품·제조,3091.2,6.5,조업,화
2024-02-14,식품·제조,3191.6,7.4,조업,수
2024-02-15,식품·제조,3158.4,8.8,조업,목
2024-02-16,식품·제조,3175.0,6.9,조업,금
2024-02-17,식품·제조,883.1,11.2,휴무,토
2024-02-18,식품·제조,833.3,8.1,휴무,일
2024-02-19,식품·제조,3021.0,10.1,조업,월
2024-02-20,식품·제조,3145.0,8.8,조업,화
2024-02-21,식품·제조,2953.7,10.5,조업,수
2024-02-22,식품·제조,3329.4,2.3,조업,목
2024-02-23,식품·제조,3266.4,7.7,조업,금
2024-02-24,식품·제조,944.0,8.5,휴무,토
2024-02-25,식품·제조,961.1,8.9,휴무,일
2024-02-26,식품·제조,3152.5,7.9,조업,월
2024-02-27,식품·제조,2974.0,5.4,조업,화
2024-02-28,식품·제조,3102.1,3.9,조업,수
2024-02-29,식품·제조,3120.9,4.4,조업,목
2024-03-01,식품·제조,2685.8,13.6,조업,금
2024-03-02,식품·제조,808.5,13.6,휴무,토
2024-03-03,식품·제조,796.3,13.2,휴무,일
2024-03-04,식품·제조,2547.5,12.4,조업,월
2024-03-05,식품·제조,2689.1,14.4,조업,화
2024-03-06,식품·제조,2487.6,13.4,조업,수
2024-03-07,식품·제조,2443.1,9.4,조업,목
2024-03-08,식품·제조,2432.2,10.5,조업,금
2024-03-09,식품·제조,824.0,12.4,휴무,토
2024-03-10,식품·제조,846.0,12.3,휴무,일
2024-03-11,식품·제조,2711.8,13.2,조업,월
2024-03-12,식품·제조,2701.7,12.8,조업,화
2024-03-13,식품·제조,2456.7,12.8,조업,수
2024-03-14,식품·제조,2788.5,10.3,조업,목
2024-03-15,식품·제조,2468.9,14.4,조업,금
2024-03-16,식품·제조,806.3,11.2,휴무,토
2024-03-17,식품·제조,771.0,11.4,휴무,일
2024-03-18,식품·제조,2668.6,10.3,조업,월
2024-03-19,식품·제조,2718.4,11.1,조업,화
2024-03-20,식품·제조,2648.5,9.0,조업,수
2024-03-21,식품·제조,2465.5,10.2,조업,목
2024-03-22,식품·제조,2740.4,14.2,조업,금
2024-03-23,식품·제조,790.7,9.3,휴무,토
2024-03-24,식품·제조,797.3,11.7,휴무,일
2024-03-25,식품·제조,2495.0,9.5,조업,월
2024-03-26,식품·제조,2621.3,14.3,조업,화
2024-03-27,식품·제조,2713.6,13.5,조업,수
2024-03-28,식품·제조,2650.3,14.4,조업,목
2024-03-29,식품·제조,2358.0,15.1,조업,금
2024-03-30,식품·제조,785.0,12.2,휴무,토
2024-03-31,식품·제조,768.6,13.3,휴무,일
2024-04-01,식품·제조,2298.4,21.2,조업,월
2024-04-02,식품·제조,2361.3,21.0,조업,화
2024-04-03,식품·제조,2467.9,21.3,조업,수
2024-04-04,식품·제조,2527.7,20.1,조업,목
2024-04-05,식품·제조,2412.8,19.9,조업,금
2024-04-06,식품·제조,694.7,17.7,휴무,토
2024-04-07,식품·제조,732.5,18.8,휴무,일
2024-04-08,식품·제조,2346.1,20.9,조업,월
2024-04-09,식품·제조,2340.0,19.0,조업,화
2024-04-10,식품·제조,2365.4,20.8,조업,수
2024-04-11,식품·제조,2323.5,20.6,조업,목
2024-04-12,식품·제조,2374.2,18.8,조업,금
2024-04-13,식품·제조,723.8,22.4,휴무,토
2024-04-14,식품·제조,730.9,17.7,휴무,일
2024-04-15,식품·제조,2358.8,24.2,조업,월
2024-04-16,식품·제조,2443.2,22.8,조업,화
2024-04-17,식품·제조,2530.9,18.7,조업,수
2024-04-18,식품·제조,2296.9,20.5,조업,목
2024-04-19,식품·제조,2409.6,17.0,조업,금
2024-04-20,식품·제조,715.8,18.7,휴무,토
2024-04-21,식품·제조,712.3,22.4,휴무,일
2024-04-22,식품·제조,2477.0,19.3,조업,월
2024-04-23,식품·제조,2425.9,20.4,조업,화
2024-04-24,식품·제조,2557.9,23.0,조업,수
2024-04-25,식품·제조,2333.0,21.3,조업,목
2024-04-26,식품·제조,2266.5,21.2,조업,금
2024-04-27,식품·제조,738.5,18.7,휴무,토
2024-04-28,식품·제조,724.8,22.8,휴무,일
2024-04-29,식품·제조,2218.2,22.7,조업,월
2024-04-30,식품·제조,2414.6,17.2,조업,화
2024-05-01,식품·제조,2051.4,30.0,조업,수
2024-05-02,식품·제조,2173.5,26.2,조업,목
2024-05-03,식품·제조,2319.0,29.9,조업,금
2024-05-04,식품·제조,716.9,28.5,휴무,토
2024-05-05,식품·제조,681.2,30.6,휴무,일
2024-05-06,식품·제조,2340.0,27.0,조업,월
2024-05-07,식품·제조,2204.7,27.9,조업,화
2024-05-08,식품·제조,2260.9,28.2,조업,수
2024-05-09,식품·제조,2232.4,27.6,조업,목
2024-05-10,식품·제조,2365.5,23.4,조업,금
2024-05-11,식품·제조,650.8,30.4,휴무,토
2024-05-12,식품·제조,660.2,29.9,휴무,일
2024-05-13,식품·제조,2237.0,28.7,조업,월
2024-05-14,식품·제조,2131.2,26.2,조업,화
2024-05-15,식품·제조,2380.5,25.9,조업,수
2024-05-16,식품·제조,2224.7,26.9,조업,목
2024-05-17,식품·제조,2299.5,24.5,조업,금
2024-05-18,식품·제조,705.3,26.5,휴무,토
2024-05-19,식품·제조,639.6,27.5,휴무,일
2024-05-20,식품·제조,2312.0,23.5,조업,월
2024-05-21,식품·제조,2377.2,26.6,조업,화
2024-05-22,식품·제조,2257.3,25.3,조업,수
2024-05-23,식품·제조,2314.1,25.7,조업,목
2024-05-24,식품·제조,2363.2,24.8,조업,금
2024-05-25,식품·제조,673.0,28.3,휴무,토
2024-05-26,식품·제조,732.5,27.2,휴무,일
2024-05-27,식품·제조,2190.2,25.2,조업,월
2024-05-28,식품·제조,2336.0,30.8,조업,화
2024-05-29,식품·제조,2276.4,24.9,조업,수
2024-05-30,식품·제조,2394.3,26.1,조업,목
2024-05-31,식품·제조,2264.2,23.6,조업,금
2024-06-01,식품·제조,673.3,34.2,휴무,토
2024-06-02,식품·제조,647.1,33.4,휴무,일
2024-06-03,식품·제조,2228.2,33.6,조업,월
2024-06-04,식품·제조,2238.5,33.0,조업,화
2024-06-05,식품·제조,2092.3,35.7,조업,수
2024-06-06,식품·제조,2116.2,35.6,조업,목
2024-06-07,식품·제조,2214.9,35.0,조업,금
2024-06-08,식품·제조,602.4,30.3,휴무,토
2024-06-09,식품·제조,613.9,33.8,휴무,일
2024-06-10,식품·제조,2235.5,32.0,조업,월
2024-06-11,식품·제조,2020.5,33.4,조업,화
2024-06-12,식품·제조,2332.4,33.4,조업,수
2024-06-13,식품·제조,2125.3,32.6,조업,목
2024-06-14,식품·제조,2138.1,31.2,조업,금
2024-06-15,식품·제조,582.9,31.6,휴무,토
2024-06-16,식품·제조,651.4,30.3,휴무,일
2024-06-17,식품·제조,2246.4,32.3,조업,월
2024-06-18,식품·제조,2136.7,33.2,조업,화
2024-06-19,식품·제조,2247.7,31.0,조업,수
2024-06-20,식품·제조,2025.7,33.1,조업,목
2024-06-21,식품·제조,2174.1,35.0,조업,금
2024-06-22,식품·제조,635.1,33.4,휴무,토
2024-06-23,식품·제조,637.2,32.5,휴무,일
2024-06-24,식품·제조,2088.5,30.2,조업,월
2024-06-25,식품·제조,2117.6,33.0,조업,화
2024-06-26,식품·제조,2159.7,29.5,조업,수
2024-06-27,식품·제조,2129.1,34.6,조업,목
2024-06-28,식품·제조,2113.5,29.6,조업,금
2024-06-29,식품·제조,624.5,32.0,휴무,토
2024-06-30,식품·제조,651.2,34.9,휴무,일
2024-07-01,식품·제조,1984.4,36.4,조업,월
2024-07-02,식품·제조,1934.2,36.4,조업,화
2024-07-03,식품·제조,1926.6,33.4,조업,수
2024-07-04,식품·제조,2089.0,33.7,조업,목
2024-07-05,식품·제조,1899.9,32.9,조업,금
2024-07-06,식품·제조,645.6,34.2,휴무,토
2024-07-07,식품·제조,606.7,33.1,휴무,일
2024-07-08,식품·제조,2081.3,34.1,조업,월
2024-07-09,식품·제조,2067.5,38.8,조업,화
2024-07-10,식품·제조,1847.5,35.0,조업,수
2024-07-11,식품·제조,2014.5,37.4,조업,목
2024-07-12,식품·제조,2103.8,38.0,조업,금
2024-07-13,식품·제조,576.8,33.6,휴무,토
2024-07-14,식품·제조,558.4,33.2,휴무,일
2024-07-15,식품·제조,2033.5,35.2,조업,월
2024-07-16,식품·제조,2053.5,33.1,조업,화
2024-07-17,식품·제조,2198.4,33.6,조업,수
2024-07-18,식품·제조,1838.2,35.4,조업,목
2024-07-19,식품·제조,2121.1,39.0,조업,금
2024-07-20,식품·제조,653.4,36.3,휴무,토
2024-07-21,식품·제조,637.2,37.8,휴무,일
2024-07-22,식품·제조,2230.9,34.0,조업,월
2024-07-23,식품·제조,1951.8,36.8,조업,화
2024-07-24,식품·제조,2025.1,37.4,조업,수
2024-07-25,식품·제조,2069.5,32.1,조업,목
2024-07-26,식품·제조,2130.7,33.7,조업,금
2024-07-27,식품·제조,646.1,34.6,휴무,토
2024-07-28,식품·제조,614.1,39.9,휴무,일
2024-07-29,식품·제조,2025.1,34.2,조업,월
2024-07-30,식품·제조,2050.3,33.7,조업,화
2024-07-31,식품·제조,2087.4,33.8,조업,수
2024-08-01,식품·제조,2184.6,32.1,조업,목
2024-08-02,식품·제조,2160.6,32.2,조업,금
2024-08-03,식품·제조,615.7,31.3,휴무,토
2024-08-04,식품·제조,657.1,30.9,휴무,일
2024-08-05,식품·제조,2054.2,32.4,조업,월
2024-08-06,식품·제조,2078.3,28.8,조업,화
2024-08-07,식품·제조,2132.4,34.6,조업,수
2024-08-08,식품·제조,2167.7,35.5,조업,목
2024-08-09,식품·제조,2321.0,30.9,조업,금
2024-08-10,식품·제조,660.1,38.7,휴무,토
2024-08-11,식품·제조,631.7,33.1,휴무,일
