날짜,지역,수요량(MJ),기온(°C),요일
2024-08-18,군위,106.0,36.2,일
2024-08-19,군위,108.7,32.5,월
2024-08-20,군위,113.8,32.1,화
2024-08-21,군위,119.2,31.8,수
2024-08-22,군위,121.2,34.9,목
2024-08-23,군위,113.4,33.6,금
2024-08-24,군위,117.7,31.2,토
2024-08-25,군위,116.9,31.5,일
2024-08-26,군위,120.0,32.5,월
2024-08-27,군위,127.6,35.1,화
2024-08-28,군위,117.7,32.8,수
2024-08-29,군위,122.0,32.9,목
2024-08-30,군위,120.0,34.8,금
2024-08-31,군위,116.8,34.2,토
2024-09-01,군위,175.5,28.3,일
2024-09-02,군위,166.7,24.5,월
2024-09-03,군위,191.1,28.3,화
2024-09-04,군위,194.3,26.5,수
2024-09-05,군위,202.8,27.4,목
2024-09-06,군위,184.8,27.7,금
2024-09-07,군위,170.9,29.5,토
2024-09-08,군위,168.7,28.6,일
2024-09-09,군위,192.8,26.2,월
2024-09-10,군위,196.6,27.5,화
2024-09-11,군위,174.4,27.0,수
2024-09-12,군위,199.6,26.6,목
2024-09-13,군위,189.6,26.9,금
2024-09-14,군위,166.6,29.5,토
2024-09-15,군위,171.4,24.4,일
2024-09-16,군위,182.7,26.5,월
2024-09-17,군위,196.7,27.1,화
2024-09-18,군위,194.9,27.5,수
2024-09-19,군위,188.7,31.1,목
2024-09-20,군위,187.1,28.1,금
2024-09-21,군위,167.7,25.8,토
2024-09-22,군위,175.9,26.5,일
2024-09-23,군위,185.1,32.2,월
2024-09-24,군위,191.4,26.7,화
2024-09-25,군위,194.5,28.3,수
2024-09-26,군위,168.7,30.1,목
2024-09-27,군위,187.2,22.7,금
2024-09-28,군위,159.3,29.7,토
2024-09-29,군위,177.7,21.5,일
2024-09-30,군위,181.5,28.0,월
2024-10-01,군위,274.0,18.0,화
2024-10-02,군위,279.0,20.2,수
2024-10-03,군위,246.9,21.0,목
2024-10-04,군위,271.8,18.3,금
2024-10-05,군위,252.2,19.5,토
2024-10-06,군위,235.1,21.6,일
2024-10-07,군위,296.0,20.1,월
2024-10-08,군위,281.1,23.7,화
2024-10-09,군위,262.0,20.6,수
2024-10-10,군위,300.2,15.2,목
2024-10-11,군위,305.0,20.0,금
2024-10-12,군위,265.9,17.3,토
2024-10-13,군위,264.6,23.7,일
2024-10-14,군위,288.1,20.6,월
2024-10-15,군위,307.5,16.9,화
2024-10-16,군위,295.3,18.8,수
2024-10-17,군위,271.0,16.9,목
2024-10-18,군위,283.0,22.9,금
2024-10-19,군위,258.2,22.9,토
2024-10-20,군위,270.8,16.3,일
2024-10-21,군위,298.1,18.8,월
2024-10-22,군위,265.8,20.1,화
2024-10-23,군위,319.6,20.3,수
2024-10-24,군위,287.2,21.0,목
2024-10-25,군위,291.0,22.2,금
2024-10-26,군위,245.1,20.4,토
2024-10-27,군위,272.6,20.5,일
2024-10-28,군위,308.5,18.3,월
2024-10-29,군위,275.2,19.8,화
2024-10-30,군위,283.9,22.0,수
2024-10-31,군위,283.8,21.5,목
2024-11-01,군위,442.7,12.4,금
2024-11-02,군위,350.0,13.1,토
2024-11-03,군위,406.9,10.3,일
2024-11-04,군위,420.7,12.2,월
2024-11-05,군위,408.7,9.8,화
2024-11-06,군위,429.8,8.5,수
2024-11-07,군위,411.1,11.3,목
2024-11-08,군위,439.9,12.4,금
2024-11-09,군위,359.4,16.7,토
2024-11-10,군위,407.7,14.8,일
2024-11-11,군위,436.4,10.9,월
2024-11-12,군위,436.0,11.6,화
2024-11-13,군위,445.1,15.5,수
2024-11-14,군위,422.7,13.5,목
2024-11-15,군위,427.5,9.5,금
2024-11-16,군위,359.1,14.9,토
2024-11-17,군위,391.3,10.4,일
2024-11-18,군위,414.9,10.5,월
2024-11-19,군위,402.5,11.7,화
2024-11-20,군위,447.2,10.6,수
2024-11-21,군위,397.5,9.9,목
2024-11-22,군위,447.8,11.2,금
2024-11-23,군위,379.8,12.1,토
2024-11-24,군위,354.9,12.6,일
2024-11-25,군위,440.3,13.5,월
2024-11-26,군위,453.7,11.7,화
2024-11-27,군위,456.4,10.2,수
2024-11-28,군위,424.7,12.8,목
2024-11-29,군위,429.7,12.5,금
2024-11-30,군위,367.9,14.9,토
2024-12-01,군위,545.3,5.5,일
2024-12-02,군위,601.9,5.8,월
2024-12-03,군위,564.4,10.4,화
2024-12-04,군위,542.8,8.4,수
2024-12-05,군위,581.7,8.5,목
2024-12-06,군위,557.4,8.0,금
2024-12-07,군위,531.4,3.7,토
2024-12-08,군위,510.2,2.9,일
2024-12-09,군위,581.5,8.9,월
2024-12-10,군위,605.5,10.9,화
2024-12-11,군위,576.8,5.7,수
2024-12-12,군위,530.4,6.9,목
2024-12-13,군위,559.9,5.1,금
2024-12-14,군위,519.6,2.9,토
2024-12-15,군위,475.0,6.5,일
2024-12-16,군위,596.6,7.8,월
2024-12-17,군위,566.7,7.5,화
2024-12-18,군위,595.6,8.2,수
2024-12-19,군위,552.3,7.6,목
2024-12-20,군위,610.4,7.6,금
2024-12-21,군위,572.8,5.8,토
2024-12-22,군위,519.2,6.0,일
2024-12-23,군위,582.4,5.7,월
2024-12-24,군위,560.3,3.5,화
2024-12-25,군위,579.9,4.8,수
2024-12-26,군위,594.6,9.0,목
2024-12-27,군위,634.8,2.3,금
2024-12-28,군위,498.3,7.6,토
2024-12-29,군위,523.0,7.3,일
2024-12-30,군위,581.7,5.7,월
2024-12-31,군위,564.4,5.8,화
2023-01-01,의성,678.9,3.6,일
2023-01-02,의성,836.3,5.3,월
2023-01-03,의성,845.8,6.0,화
2023-01-04,의성,790.9,5.6,수
2023-01-05,의성,757.4,6.7,목
2023-01-06,의성,773.3,3.2,금
2023-01-07,의성,765.7,7.2,토
2023-01-08,의성,770.4,6.0,일
2023-01-09,의성,826.7,3.2,월
2023-01-10,의성,846.9,4.7,화
2023-01-11,의성,796.9,4.8,수
2023-01-12,의성,848.1,6.1,목
2023-01-13,의성,810.0,3.7,금
2023-01-14,의성,639.9,2.9,토
2023-01-15,의성,753.5,5.4,일
2023-01-16,의성,733.3,5.5,월
2023-01-17,의성,722.4,4.3,화
2023-01-18,의성,768.4,7.7,수
2023-01-19,의성,850.9,7.5,목
2023-01-20,의성,766.5,3.2,금
2023-01-21,의성,700.4,5.7,토
2023-01-22,의성,713.6,5.2,일
2023-01-23,의성,721.9,1.4,월
2023-01-24,의성,789.7,5.5,화
2023-01-25,의성,840.8,3.9,수
2023-01-26,의성,801.4,7.3,목
2023-01-27,의성,832.8,4.3,금
2023-01-28,의성,739.4,2.3,토
2023-01-29,의성,756.1,6.1,일
2023-01-30,의성,781.6,1.1,월
2023-01-31,의성,816.6,3.2,화
2023-02-01,의성,803.4,8.0,수
2023-02-02,의성,728.9,6.0,목
2023-02-03,의성,758.6,9.3,금
2023-02-04,의성,682.5,9.5,토
2023-02-05,의성,627.9,4.7,일
2023-02-06,의성,772.2,3.9,월
2023-02-07,의성,816.6,9.4,화
2023-02-08,의성,791.0,8.7,수
2023-02-09,의성,704.3,5.8,목
2023-02-10,의성,763.1,8.7,금
2023-02-11,의성,685.8,7.2,토
2023-02-12,의성,715.9,7.7,일
2023-02-13,의성,767.8,9.6,월
2023-02-14,의성,766.7,8.7,화
2023-02-15,의성,775.8,6.1,수
2023-02-16,의성,786.9,4.2,목
2023-02-17,의성,758.2,4.6,금
2023-02-18,의성,691.4,5.3,토
2023-02-19,의성,619.1,6.9,일
2023-02-20,의성,725.9,7.9,월
2023-02-21,의성,747.5,8.8,화
2023-02-22,의성,711.7,7.8,수
2023-02-23,의성,730.4,5.8,목
2023-02-24,의성,810.2,8.7,금
2023-02-25,의성,709.0,5.4,토
2023-02-26,의성,632.6,2.7,일
2023-02-27,의성,696.9,5.1,월
2023-02-28,의성,762.9,3.8,화
2023-03-01,의성,529.9,12.1,수
2023-03-02,의성,526.9,13.9,목
2023-03-03,의성,518.2,13.8,금
2023-03-04,의성,492.8,10.1,토
2023-03-05,의성,446.1,11.3,일
2023-03-06,의성,496.3,12.1,월
2023-03-07,의성,528.9,11.7,화
2023-03-08,의성,496.7,13.2,수
2023-03-09,의성,547.9,11.5,목
2023-03-10,의성,574.0,13.5,금
2023-03-11,의성,494.8,14.9,토
2023-03-12,의성,485.9,9.7,일
2023-03-13,의성,505.7,12.4,월
2023-03-14,의성,544.6,12.8,화
2023-03-15,의성,497.2,13.5,수
2023-03-16,의성,503.4,14.0,목
2023-03-17,의성,512.1,12.9,금
2023-03-18,의성,485.9,12.1,토
2023-03-19,의성,513.5,10.4,일
2023-03-20,의성,504.5,8.9,월
2023-03-21,의성,535.2,13.2,화
2023-03-22,의성,518.5,12.3,수
2023-03-23,의성,514.0,13.3,목
2023-03-24,의성,541.8,15.3,금
2023-03-25,의성,445.4,14.2,토
2023-03-26,의성,461.0,12.3,일
2023-03-27,의성,529.4,10.5,월
2023-03-28,의성,537.0,11.4,화
2023-03-29,의성,564.7,10.4,수
2023-03-30,의성,525.7,10.7,목
2023-03-31,의성,505.2,14.1,금
2023-04-01,의성,302.0,21.7,토
2023-04-02,의성,322.0,22.9,일
2023-04-03,의성,352.2,18.8,월
2023-04-04,의성,347.1,21.6,화
2023-04-05,의성,353.5,18.5,수
2023-04-06,의성,390.0,17.6,목
2023-04-07,의성,372.4,18.9,금
2023-04-08,의성,305.9,20.4,토
2023-04-09,의성,334.4,20.0,일
2023-04-10,의성,378.8,19.6,월
2023-04-11,의성,373.9,22.0,화
2023-04-12,의성,338.2,19.1,수
2023-04-13,의성,361.0,18.8,목
2023-04-14,의성,318.7,21.1,금
2023-04-15,의성,324.3,20.0,토
2023-04-16,의성,342.5,19.4,일
2023-04-17,의성,380.9,20.8,월
2023-04-18,의성,374.3,19.6,화
2023-04-19,의성,380.9,23.3,수
2023-04-20,의성,353.0,17.8,목
2023-04-21,의성,366.2,19.3,금
2023-04-22,의성,308.3,21.4,토
2023-04-23,의성,289.3,20.1,일
2023-04-24,의성,348.3,22.9,월
2023-04-25,의성,352.0,20.1,화
2023-04-26,의성,306.8,22.3,수
2023-04-27,의성,355.6,20.0,목
2023-04-28,의성,388.4,19.1,금
2023-04-29,의성,334.2,18.2,토
2023-04-30,의성,342.0,20.7,일
2023-05-01,의성,250.5,26.2,월
2023-05-02,의성,265.5,29.7,화
2023-05-03,의성,253.0,24.4,수
2023-05-04,의성,270.9,28.3,목
2023-05-05,의성,222.1,26.1,금
2023-05-06,의성,219.7,28.5,토
2023-05-07,의성,200.9,23.5,일
2023-05-08,의성,261.7,29.1,월
2023-05-09,의성,278.1,27.0,화
2023-05-10,의성,281.0,28.8,수
2023-05-11,의성,259.6,24.7,목
2023-05-12,의성,257.0,24.3,금
2023-05-13,의성,241.3,27.0,토
2023-05-14,의성,241.3,27.6,일
2023-05-15,의성,288.0,28.9,월
2023-05-16,의성,247.8,26.9,화
2023-05-17,의성,249.6,28.0,수
2023-05-18,의성,256.3,30.5,목
2023-05-19,의성,253.9,26.4,금
2023-05-20,의성,232.2,28.9,토
2023-05-21,의성,253.5,26.2,일
2023-05-22,의성,260.5,25.8,월
2023-05-23,의성,238.8,28.8,화
2023-05-24,의성,246.3,28.5,수
2023-05-25,의성,247.5,29.1,목
2023-05-26,의성,274.4,28.9,금
2023-05-27,의성,236.9,29.2,토
2023-05-28,의성,227.3,27.0,일
2023-05-29,의성,250.9,30.4,월
2023-05-30,의성,268.6,25.4,화
2023-05-31,의성,247.6,25.9,수
2023-06-01,의성,158.6,30.1,목
2023-06-02,의성,164.5,32.8,금
2023-06-03,의성,150.1,34.9,토
2023-06-04,의성,144.8,32.6,일
2023-06-05,의성,172.8,34.0,월
2023-06-06,의성,158.7,33.2,화
2023-06-07,의성,150.8,31.0,수
2023-06-08,의성,167.2,34.3,목
2023-06-09,의성,161.5,34.1,금
2023-06-10,의성,142.7,35.8,토
2023-06-11,의성,146.0,34.9,일
2023-06-12,의성,167.3,31.8,월
2023-06-13,의성,165.4,33.8,화
2023-06-14,의성,162.2,33.2,수
2023-06-15,의성,172.1,37.8,목
2023-06-16,의성,163.4,34.4,금
2023-06-17,의성,150.0,35.0,토
2023-06-18,의성,144.0,33.0,일
2023-06-19,의성,136.7,32.8,월
2023-06-20,의성,158.5,33.4,화
2023-06-21,의성,162.7,36.2,수
2023-06-22,의성,162.1,30.6,목
2023-06-23,의성,166.3,30.9,금
2023-06-24,의성,153.3,33.6,토
2023-06-25,의성,146.5,31.4,일
2023-06-26,의성,168.2,30.3,월
2023-06-27,의성,166.5,34.0,화
2023-06-28,의성,165.9,33.0,수
2023-06-29,의성,160.2,36.2,목
2023-06-30,의성,153.7,33.3,금
2023-07-01,의성,117.6,33.3,토
2023-07-02,의성,115.5,37.2,일
2023-07-03,의성,127.4,34.5,월
2023-07-04,의성,131.9,33.9,화
2023-07-05,의성,138.3,32.0,수
2023-07-06,의성,134.7,33.7,목
2023-07-07,의성,134.3,32.5,금
2023-07-08,의성,119.2,36.3,토
2023-07-09,의성,118.5,33.0,일
2023-07-10,의성,128.4,32.6,월
2023-07-11,의성,135.2,37.1,화
2023-07-12,의성,123.7,35.0,수
2023-07-13,의성,130.1,36.3,목
2023-07-14,의성,135.1,30.4,금
2023-07-15,의성,124.0,35.0,토
2023-07-16,의성,98.4,32.8,일
2023-07-17,의성,131.9,35.6,월
2023-07-18,의성,123.6,31.6,화
2023-07-19,의성,128.0,40.5,수
2023-07-20,의성,125.8,36.5,목
2023-07-21,의성,128.9,30.8,금
2023-07-22,의성,114.7,34.5,토
2023-07-23,의성,118.5,34.8,일
2023-07-24,의성,121.8,34.7,월
2023-07-25,의성,117.3,36.0,화
2023-07-26,의성,134.8,30.9,수
2023-07-27,의성,129.6,36.0,목
2023-07-28,의성,125.4,32.2,금
2023-07-29,의성,107.7,34.5,토
2023-07-30,의성,120.8,33.5,일
2023-07-31,의성,127.3,37.9,월
2023-08-01,의성,146.9,34.5,화
2023-08-02,의성,156.0,34.3,수
2023-08-03,의성,160.5,33.6,목
2023-08-04,의성,155.4,35.6,금
2023-08-05,의성,144.2,34.2,토
2023-08-06,의성,144.9,32.7,일
2023-08-07,의성,162.4,31.3,월
2023-08-08,의성,164.5,32.9,화
2023-08-09,의성,169.0,33.2,수
2023-08-10,의성,154.0,34.8,목
2023-08-11,의성,152.9,34.7,금
2023-08-12,의성,150.8,34.2,토
2023-08-13,의성,146.9,29.2,일
2023-08-14,의성,156.3,32.1,월
2023-08-15,의성,157.2,35.7,화
2023-08-16,의성,163.1,31.4,수
2023-08-17,의성,161.3,34.4,목
2023-08-18,의성,166.8,35.3,금
2023-08-19,의성,142.4,28.6,토
2023-08-20,의성,149.8,31.9,일
2023-08-21,의성,183.2,27.7,월
2023-08-22,의성,163.7,34.1,화
2023-08-23,의성,181.5,35.4,수
2023-08-24,의성,170.2,34.7,목
2023-08-25,의성,161.4,33.3,금
2023-08-26,의성,140.2,32.0,토
2023-08-27,의성,136.4,31.6,일
2023-08-28,의성,148.8,32.8,월
2023-08-29,의성,162.2,33.4,화
2023-08-30,의성,158.3,33.3,수
2023-08-31,의성,173.6,39.1,목
2023-09-01,의성,263.0,25.0,금
2023-09-02,의성,222.1,26.3,토
2023-09-03,의성,239.1,24.8,일
2023-09-04,의성,272.6,26.1,월
2023-09-05,의성,277.9,29.5,화
2023-09-06,의성,266.2,25.8,수
2023-09-07,의성,253.8,28.8,목
2023-09-08,의성,280.9,26.0,금
2023-09-09,의성,241.4,28.0,토
2023-09-10,의성,219.7,25.9,일
2023-09-11,의성,258.4,26.4,월
2023-09-12,의성,259.9,25.4,화
2023-09-13,의성,245.4,24.1,수
2023-09-14,의성,267.8,28.8,목
2023-09-15,의성,246.8,26.7,금
2023-09-16,의성,229.6,25.4,토
2023-09-17,의성,244.9,28.8,일
2023-09-18,의성,245.0,26.5,월
2023-09-19,의성,249.3,28.0,화
2023-09-20,의성,277.2,26.5,수
2023-09-21,의성,262.1,29.2,목
2023-09-22,의성,262.7,25.0,금
2023-09-23,의성,229.6,29.6,토
2023-09-24,의성,249.1,30.2,일
2023-09-25,의성,264.0,30.8,월
2023-09-26,의성,278.4,28.7,화
2023-09-27,의성,253.5,28.4,수
2023-09-28,의성,263.1,26.6,목
2023-09-29,의성,258.1,24.9,금
2023-09-30,의성,208.4,29.7,토
2023-10-01,의성,370.7,23.1,일
2023-10-02,의성,400.6,19.1,월
2023-10-03,의성,414.0,20.0,화
2023-10-04,의성,362.7,22.0,수
2023-10-05,의성,386.0,21.2,목
2023-10-06,의성,375.8,20.2,금
2023-10-07,의성,369.3,23.5,토
2023-10-08,의성,327.6,18.5,일
2023-10-09,의성,398.5,19.2,월
2023-10-10,의성,414.4,20.5,화
2023-10-11,의성,408.9,21.6,수
2023-10-12,의성,362.9,20.7,목
2023-10-13,의성,410.7,19.6,금
2023-10-14,의성,359.8,19.9,토
2023-10-15,의성,332.9,19.4,일
2023-10-16,의성,396.0,19.8,월
2023-10-17,의성,385.4,18.7,화
2023-10-18,의성,411.8,18.1,수
2023-10-19,의성,418.3,19.4,목
2023-10-20,의성,388.4,23.1,금
2023-10-21,의성,314.4,18.0,토
2023-10-22,의성,326.9,17.1,일
2023-10-23,의성,392.3,22.8,월
2023-10-24,의성,346.7,20.8,화
2023-10-25,의성,407.3,17.6,수
2023-10-26,의성,387.1,20.6,목
2023-10-27,의성,421.9,21.1,금
2023-10-28,의성,352.2,19.6,토
2023-10-29,의성,393.0,20.4,일
2023-10-30,의성,403.3,15.8,월
2023-10-31,의성,401.1,19.8,화
2023-11-01,의성,583.6,11.2,수
2023-11-02,의성,676.1,13.9,목
2023-11-03,의성,560.2,14.1,금
2023-11-04,의성,514.6,11.7,토
2023-11-05,의성,517.8,8.9,일
2023-11-06,의성,547.7,14.0,월
2023-11-07,의성,599.3,14.6,화
2023-11-08,의성,580.9,11.0,수
2023-11-09,의성,606.5,15.7,목
2023-11-10,의성,578.0,12.5,금
2023-11-11,의성,513.0,12.7,토
2023-11-12,의성,580.3,8.3,일
2023-11-13,의성,596.6,12.8,월
2023-11-14,의성,563.5,12.4,화
2023-11-15,의성,538.2,12.1,수
2023-11-16,의성,548.9,17.1,목
2023-11-17,의성,572.1,10.4,금
2023-11-18,의성,526.9,15.1,토
2023-11-19,의성,559.5,10.0,일
2023-11-20,의성,600.7,14.0,월
2023-11-21,의성,655.0,13.9,화
2023-11-22,의성,564.9,16.9,수
2023-11-23,의성,596.2,15.7,목
2023-11-24,의성,535.5,13.5,금
2023-11-25,의성,505.1,12.2,토
2023-11-26,의성,554.7,14.2,일
2023-11-27,의성,584.4,8.4,월
2023-11-28,의성,579.5,14.7,화
2023-11-29,의성,595.3,14.0,수
2023-11-30,의성,577.1,13.2,목
2023-12-01,의성,736.3,4.6,금
2023-12-02,의성,702.7,8.4,토
2023-12-03,의성,687.1,6.7,일
2023-12-04,의성,820.8,6.4,월
2023-12-05,의성,727.7,6.3,화
2023-12-06,의성,772.0,8.5,수
2023-12-07,의성,842.7,7.1,목
2023-12-08,의성,791.3,7.0,금
2023-12-09,의성,694.3,4.7,토
2023-12-10,의성,647.4,8.2,일
2023-12-11,의성,783.9,7.4,월
2023-12-12,의성,820.4,7.1,화
2023-12-13,의성,837.6,7.7,수
2023-12-14,의성,785.3,5.0,목
2023-12-15,의성,738.3,7.2,금
2023-12-16,의성,783.6,8.9,토
2023-12-17,의성,719.7,7.0,일
2023-12-18,의성,752.2,7.2,월
2023-12-19,의성,752.5,3.4,화
2023-12-20,의성,846.5,4.2,수
2023-12-21,의성,766.5,6.8,목
2023-12-22,의성,736.3,8.8,금
2023-12-23,의성,704.4,5.5,토
2023-12-24,의성,719.6,9.1,일
2023-12-25,의성,783.0,7.5,월
2023-12-26,의성,787.9,7.8,화
2023-12-27,의성,781.8,4.9,수
2023-12-28,의성,783.2,4.9,목
2023-12-29,의성,879.0,6.0,금
2023-12-30,의성,652.7,6.9,토
2023-12-31,의성,720.2,6.7,일
2024-01-01,의성,788.6,8.3,월
2024-01-02,의성,845.7,1.8,화
2024-01-03,의성,794.8,2.2,수
2024-01-04,의성,809.7,4.5,목
2024-01-05,의성,784.7,6.4,금
2024-01-06,의성,730.7,4.5,토
2024-01-07,의성,734.8,5.3,일
2024-01-08,의성,846.8,5.9,월
2024-01-09,의성,830.9,5.8,화
2024-01-10,의성,814.5,1.8,수
2024-01-11,의성,842.1,6.0,목
2024-01-12,의성,785.7,3.6,금
2024-01-13,의성,750.9,3.9,토
2024-01-14,의성,716.4,7.1,일
2024-01-15,의성,817.5,6.8,월
2024-01-16,의성,803.9,4.8,화
2024-01-17,의성,825.7,6.5,수
2024-01-18,의성,777.9,9.6,목
2024-01-19,의성,791.0,6.0,금
2024-01-20,의성,730.9,3.3,토
2024-01-21,의성,837.9,5.3,일
2024-01-22,의성,766.6,4.6,월
2024-01-23,의성,728.2,5.5,화
2024-01-24,의성,813.2,4.8,수
2024-01-25,의성,852.1,6.6,목
2024-01-26,의성,806.4,4.0,금
2024-01-27,의성,690.0,3.5,토
2024-01-28,의성,684.7,5.6,일
2024-01-29,의성,772.1,4.2,월
2024-01-30,의성,885.7,6.1,화
2024-01-31,의성,737.2,2.4,수
2024-02-01,의성,748.1,6.8,목
2024-02-02,의성,730.8,7.4,금
2024-02-03,의성,685.1,6.6,토
2024-02-04,의성,607.0,9.1,일
2024-02-05,의성,755.5,6.3,월
2024-02-06,의성,812.2,5.2,화
2024-02-07,의성,746.0,5.7,수
2024-02-08,의성,725.4,8.1,목
2024-02-09,의성,731.5,3.3,금
2024-02-10,의성,661.4,9.1,토
2024-02-11,의성,703.9,5.3,일
2024-02-12,의성,728.4,6.3,월
2024-02-13,의성,776.3,7.3,화
2024-02-14,의성,778.4,11.8,수
2024-02-15,의성,728.6,9.3,목
2024-02-16,의성,749.8,5.0,금
2024-02-17,의성,636.5,7.2,토
2024-02-18,의성,686.2,6.7,일
2024-02-19,의성,766.3,7.7,월
2024-02-20,의성,728.6,7.6,화
2024-02-21,의성,702.7,6.0,수
2024-02-22,의성,748.0,10.6,목
2024-02-23,의성,712.8,6.6,금
2024-02-24,의성,636.6,12.9,토
2024-02-25,의성,686.7,6.2,일
2024-02-26,의성,783.3,8.2,월
2024-02-27,의성,766.4,10.6,화
2024-02-28,의성,737.9,4.9,수
2024-02-29,의성,824.8,7.6,목
2024-03-01,의성,551.3,9.7,금
2024-03-02,의성,487.6,12.9,토
2024-03-03,의성,448.3,12.3,일
2024-03-04,의성,537.0,14.0,월
2024-03-05,의성,519.7,14.4,화
2024-03-06,의성,479.5,11.3,수
2024-03-07,의성,531.0,14.1,목
2024-03-08,의성,506.0,10.6,금
2024-03-09,의성,433.3,11.6,토
2024-03-10,의성,441.5,10.9,일
2024-03-11,의성,500.8,11.7,월
2024-03-12,의성,572.6,9.2,화
2024-03-13,의성,499.7,15.0,수
2024-03-14,의성,530.9,13.0,목
2024-03-15,의성,498.7,14.9,금
2024-03-16,의성,455.2,14.7,토
2024-03-17,의성,484.9,9.8,일
2024-03-18,의성,587.3,15.1,월
2024-03-19,의성,538.2,10.1,화
2024-03-20,의성,540.4,11.7,수
2024-03-21,의성,487.2,9.6,목
2024-03-22,의성,522.1,10.9,금
2024-03-23,의성,483.4,11.2,토
2024-03-24,의성,482.0,14.6,일
2024-03-25,의성,530.8,15.7,월
2024-03-26,의성,555.4,10.1,화
2024-03-27,의성,543.7,11.3,수
2024-03-28,의성,531.9,15.6,목
2024-03-29,의성,496.1,9.5,금
2024-03-30,의성,464.0,15.1,토
2024-03-31,의성,485.8,12.7,일
2024-04-01,의성,362.5,21.4,월
2024-04-02,의성,351.9,19.6,화
2024-04-03,의성,367.4,21.7,수
2024-04-04,의성,376.8,19.5,목
2024-04-05,의성,342.3,19.7,금
2024-04-06,의성,306.0,18.5,토
2024-04-07,의성,341.6,19.5,일
2024-04-08,의성,360.9,18.4,월
2024-04-09,의성,352.8,18.7,화
2024-04-10,의성,353.6,17.0,수
2024-04-11,의성,367.2,19.6,목
2024-04-12,의성,336.1,20.4,금
2024-04-13,의성,325.1,22.2,토
2024-04-14,의성,321.6,20.4,일
2024-04-15,의성,361.4,19.0,월
2024-04-16,의성,326.3,21.0,화
2024-04-17,의성,352.9,18.9,수
2024-04-18,의성,378.8,20.5,목
2024-04-19,의성,348.6,18.5,금
2024-04-20,의성,308.9,19.0,토
2024-04-21,의성,334.2,19.3,일
2024-04-22,의성,365.1,17.9,월
2024-04-23,의성,347.5,16.6,화
2024-04-24,의성,387.4,19.3,수
2024-04-25,의성,318.2,19.5,목
2024-04-26,의성,358.1,16.0,금
2024-04-27,의성,327.8,21.2,토
2024-04-28,의성,340.4,20.3,일
2024-04-29,의성,373.5,18.9,월
2024-04-30,의성,341.3,16.7,화
2024-05-01,의성,256.4,23.9,수
2024-05-02,의성,261.5,27.4,목
2024-05-03,의성,247.9,27.6,금
2024-05-04,의성,216.5,27.1,토
2024-05-05,의성,230.4,30.2,일
2024-05-06,의성,280.7,26.5,월
2024-05-07,의성,245.4,25.0,화
2024-05-08,의성,259.1,25.3,수
2024-05-09,의성,269.6,28.4,목
2024-05-10,의성,230.8,32.6,금
2024-05-11,의성,227.5,28.7,토
2024-05-12,의성,226.7,26.3,일
2024-05-13,의성,281.9,25.7,월
2024-05-14,의성,260.3,29.2,화
2024-05-15,의성,240.3,30.2,수
2024-05-16,의성,231.7,24.8,목
2024-05-17,의성,262.1,26.1,금
2024-05-18,의성,235.7,27.7,토
2024-05-19,의성,243.4,24.7,일
2024-05-20,의성,269.5,28.0,월
2024-05-21,의성,264.0,23.7,화
2024-05-22,의성,254.8,25.1,수
2024-05-23,의성,261.2,28.6,목
2024-05-24,의성,260.1,25.8,금
2024-05-25,의성,247.5,24.4,토
2024-05-26,의성,247.1,27.1,일
2024-05-27,의성,253.2,26.4,월
2024-05-28,의성,271.4,26.0,화
2024-05-29,의성,268.4,26.1,수
2024-05-30,의성,234.3,26.7,목
2024-05-31,의성,244.7,26.4,금
2024-06-01,의성,137.5,33.1,토
2024-06-02,의성,145.6,34.8,일
2024-06-03,의성,167.8,32.6,월
2024-06-04,의성,162.3,34.9,화
2024-06-05,의성,148.1,31.4,수
2024-06-06,의성,157.5,31.6,목
2024-06-07,의성,159.7,33.2,금
2024-06-08,의성,141.8,34.4,토
2024-06-09,의성,154.9,32.9,일
2024-06-10,의성,162.0,33.7,월
2024-06-11,의성,157.4,31.8,화
2024-06-12,의성,158.1,31.3,수
2024-06-13,의성,160.7,34.5,목
2024-06-14,의성,176.9,30.3,금
2024-06-15,의성,136.0,33.6,토
2024-06-16,의성,147.1,32.1,일
2024-06-17,의성,153.5,36.4,월
2024-06-18,의성,173.9,34.9,화
2024-06-19,의성,160.2,31.7,수
2024-06-20,의성,160.8,30.9,목
2024-06-21,의성,167.9,32.9,금
2024-06-22,의성,140.8,35.2,토
2024-06-23,의성,146.1,29.1,일
2024-06-24,의성,164.5,33.6,월
2024-06-25,의성,163.5,32.3,화
2024-06-26,의성,165.6,36.0,수
2024-06-27,의성,158.4,32.2,목
2024-06-28,의성,175.8,32.7,금
2024-06-29,의성,146.1,32.6,토
2024-06-30,의성,154.3,32.0,일
2024-07-01,의성,132.9,38.9,월
2024-07-02,의성,130.2,35.2,화
2024-07-03,의성,134.8,30.2,수
2024-07-04,의성,132.8,35.3,목
2024-07-05,의성,127.5,33.6,금
2024-07-06,의성,123.0,34.2,토
2024-07-07,의성,129.2,34.2,일
2024-07-08,의성,121.7,35.9,월
2024-07-09,의성,125.8,34.7,화
2024-07-10,의성,140.4,30.6,수
2024-07-11,의성,133.5,36.4,목
2024-07-12,의성,121.0,35.3,금
2024-07-13,의성,121.9,34.0,토
2024-07-14,의성,102.2,32.9,일
2024-07-15,의성,129.1,34.5,월
